Phone,Email,CreditScore,AgeGroup,FamilyBackground,Income,Clicks,TimeOnSite,CityTier,Comments,Intent
+91-7361378378,user288@test.com,683,36-50,Single,279073,3,6.105266599139181,T1,urgent,0
+91-7694190023,user289@test.com,690,26-35,Married with Kids,439804,7,5.437000467109751,T2,just browsing,0
+91-9873282663,user290@test.com,425,18-25,Married with Kids,316006,11,5.802888236446817,T1,call later,0
+91-9604592979,user291@test.com,793,51+,Married with Kids,586814,12,8.177266725096707,T1,call later,0
+91-9494030077,user292@test.com,346,36-50,Single,737308,8,5.095618640651923,T3,looking for 3BHK,0
+91-7039501026,user293@test.com,775,18-25,Married with Kids,139633,8,7.286405022379931,T2,call later,0
+91-8598942319,user294@test.com,763,51+,Single,319464,1,2.5059678033160293,T2,urgent,1
+91-7435816957,user295@test.com,422,36-50,Single,222104,2,9.320619452480765,T2,urgent,0
+91-9849718370,user296@test.com,773,36-50,Married with Kids,376551,11,0.863821593871329,T1,looking for 3BHK,0
+91-7021739356,user297@test.com,433,36-50,Married with Kids,249152,16,9.93579911946672,T2,just browsing,0
+91-8219431313,user298@test.com,322,36-50,Single,173860,3,6.326731082933291,T1,urgent,0
+91-7690665343,user299@test.com,534,26-35,Single,369551,13,4.699514686110263,T1,call later,0
+91-8311527789,user300@test.com,358,26-35,Single,923865,8,3.1078213127553846,T1,call later,0
+91-9356793681,user301@test.com,463,26-35,Single,628508,7,4.051418858955755,T1,call later,1
+91-9085695169,user302@test.com,515,36-50,Married with Kids,555690,0,7.824232995004568,T3,urgent,1
+91-9971667253,user303@test.com,482,26-35,Single,439411,12,1.3943296299695351,T2,not interested,1
+91-8925967010,user304@test.com,389,51+,Single,569932,2,2.526851394609687,T2,urgent,0
+91-9800152271,user305@test.com,610,36-50,Single,122554,13,1.2372737484735241,T1,urgent,1
+91-7963229352,user306@test.com,556,51+,Single,309102,18,4.266545195331637,T1,not interested,1
+91-7755593187,user307@test.com,832,51+,Single,701309,5,3.8722268641526436,T1,not interested,1
+91-7077633091,user308@test.com,832,26-35,Married,690135,3,6.487849034921995,T3,call later,0
+91-8018977056,user309@test.com,351,36-50,Married,716829,19,9.957159148154172,T1,call later,0
+91-9121257357,user310@test.com,637,26-35,Married,519577,0,8.923592695622787,T2,call later,0
+91-8397581076,user311@test.com,470,26-35,Married with Kids,203738,9,8.803776923100214,T2,urgent,0
+91-7768037679,user312@test.com,366,26-35,Single,967535,12,6.457081758070837,T3,just browsing,0
+91-8573971447,user313@test.com,599,36-50,Married with Kids,247052,11,2.706082963271853,T1,looking for 3BHK,1
+91-9790152063,user314@test.com,531,36-50,Single,358343,10,3.840856597206254,T2,just browsing,1
+91-9824425872,user315@test.com,367,26-35,Married,346161,3,2.501221302665275,T3,not interested,1
+91-8323111039,user316@test.com,805,51+,Single,937180,16,1.3508400997230496,T2,urgent,1
+91-9440866848,user317@test.com,327,51+,Married with Kids,296729,14,4.360312452908891,T3,urgent,0
+91-9330192559,user318@test.com,350,36-50,Married with Kids,657806,2,8.975350521706634,T1,looking for 3BHK,0
+91-7402330059,user319@test.com,559,18-25,Single,149257,9,7.4384110058150545,T2,just browsing,0
+91-9185339834,user320@test.com,483,26-35,Married with Kids,893366,13,9.848378959075152,T2,not interested,0
+91-8579327346,user321@test.com,322,26-35,Married,961219,18,1.9481714005073525,T1,looking for 3BHK,1
+91-9733027797,user322@test.com,428,18-25,Single,457925,3,5.005440558468981,T1,urgent,1
+91-8139035510,user323@test.com,590,36-50,Married,177895,13,7.930460987215647,T3,looking for 3BHK,0
+91-8075725333,user324@test.com,800,51+,Married,217926,5,4.6046119689227805,T1,call later,1
+91-8047927533,user325@test.com,485,36-50,Married with Kids,379772,11,3.5505437916904583,T2,just browsing,0
+91-9533475997,user326@test.com,778,51+,Single,845547,1,8.158868140572013,T2,not interested,0
+91-8688341868,user327@test.com,791,51+,Married,909681,16,4.303080431957297,T1,call later,1
+91-9090541618,user328@test.com,812,36-50,Married,338577,0,9.129674021579113,T1,just browsing,0
+91-9710719770,user329@test.com,366,26-35,Single,495491,16,2.68401399773314,T1,call later,0
+91-8865709594,user330@test.com,766,26-35,Married with Kids,223332,4,8.964537546086396,T1,looking for 3BHK,0
+91-8503575316,user331@test.com,584,26-35,Married,625053,15,2.7846084110071443,T2,not interested,0
+91-9158809885,user332@test.com,716,51+,Single,594235,13,2.895643132740877,T3,looking for 3BHK,0
+91-9770697824,user333@test.com,399,26-35,Single,183417,19,4.205842717907769,T2,looking for 3BHK,0
+91-9477783323,user334@test.com,488,51+,Married,603658,9,5.158118555915495,T2,just browsing,1
+91-9873006958,user335@test.com,687,26-35,Married,865588,2,4.182250896016438,T3,not interested,1
+91-9115347391,user336@test.com,540,36-50,Married,588253,2,8.621490902540431,T1,not interested,0
+91-7838562244,user337@test.com,716,18-25,Married with Kids,217526,17,7.955690911614499,T3,looking for 3BHK,1
+91-7988638203,user338@test.com,475,51+,Married with Kids,351796,17,3.0986348310639142,T2,not interested,0
+91-9144019247,user339@test.com,686,36-50,Single,793194,3,5.11519883747264,T1,urgent,1
+91-8205908114,user340@test.com,770,51+,Single,985225,6,4.310298830752775,T1,not interested,0
+91-9456739331,user341@test.com,532,51+,Married,389143,0,0.5607032326238015,T1,looking for 3BHK,1
+91-7104436258,user342@test.com,751,36-50,Single,794502,15,7.4814696478333556,T1,urgent,0
+91-9772282416,user343@test.com,576,26-35,Married with Kids,332125,16,1.8166661210387935,T1,urgent,0
+91-7187276799,user344@test.com,528,51+,Single,734080,7,9.341417253435942,T1,just browsing,1
+91-7760684560,user345@test.com,470,18-25,Single,358522,5,3.977783998787289,T3,looking for 3BHK,0
+91-9018396317,user346@test.com,512,18-25,Married,361696,1,6.222579902036161,T1,not interested,1
+91-8200702509,user347@test.com,581,36-50,Married,490829,9,8.182993399803841,T3,urgent,0
+91-8589819490,user348@test.com,340,18-25,Married with Kids,486623,16,1.8029673331756135,T3,looking for 3BHK,0
+91-7066385640,user349@test.com,421,36-50,Single,455537,18,5.411363517300267,T3,just browsing,0
+91-8420561756,user350@test.com,526,36-50,Single,467912,3,2.374197942636255,T1,call later,1
+91-8839036912,user351@test.com,593,51+,Single,812289,12,5.096707524007737,T1,call later,1
+91-9374107437,user352@test.com,566,36-50,Married,129867,18,5.794360167598911,T1,not interested,0
+91-9457977438,user353@test.com,840,36-50,Married with Kids,226040,15,1.6914109990719028,T1,call later,1
+91-7323609715,user354@test.com,750,26-35,Single,996873,12,5.808185777322342,T2,urgent,0
+91-8264648382,user355@test.com,748,51+,Single,223105,4,4.5490800592878236,T2,urgent,1
+91-8312958716,user356@test.com,360,18-25,Single,106286,11,5.219996420960645,T1,looking for 3BHK,0
+91-8653982164,user357@test.com,801,26-35,Single,997731,6,9.049670187208465,T2,not interested,0
+91-7819956639,user358@test.com,446,26-35,Married with Kids,781650,8,4.838031287648629,T1,looking for 3BHK,0
+91-8153090720,user359@test.com,633,51+,Married with Kids,235221,4,4.761485385889165,T1,looking for 3BHK,1
+91-8361169663,user360@test.com,441,51+,Married with Kids,290659,3,4.703986080842383,T1,not interested,0
+91-9084261186,user361@test.com,343,26-35,Married,204152,9,6.231052847975022,T1,looking for 3BHK,0
+91-7727965823,user362@test.com,443,51+,Single,205960,15,3.6751731537451926,T1,call later,0
+91-8600677905,user363@test.com,632,51+,Single,618988,10,8.013600963599497,T1,just browsing,0
+91-9391443224,user364@test.com,796,36-50,Single,692169,8,2.860501133139163,T1,looking for 3BHK,0
+91-8695186921,user365@test.com,695,51+,Single,253005,4,2.9954620076897442,T3,urgent,0
+91-9989425209,user366@test.com,354,36-50,Married with Kids,729272,10,5.887502394957583,T3,urgent,1
+91-9448394087,user367@test.com,606,26-35,Married,305378,8,2.5988934774124326,T2,call later,0
+91-7302434989,user368@test.com,722,26-35,Married,380226,16,0.8994619640338808,T2,looking for 3BHK,1
+91-7417369879,user369@test.com,716,18-25,Single,473235,10,2.055855399572819,T3,looking for 3BHK,0
+91-7897299057,user370@test.com,624,51+,Married with Kids,635151,5,9.136573776743578,T3,not interested,0
+91-9641435935,user371@test.com,379,26-35,Married,893416,15,0.10700590070485405,T3,looking for 3BHK,0
+91-9882539438,user372@test.com,330,36-50,Married,155189,18,1.3346138488702108,T2,looking for 3BHK,0
+91-8540376214,user373@test.com,411,26-35,Single,717327,13,7.580396351217694,T1,urgent,0
+91-7601656257,user374@test.com,771,51+,Married,793384,2,9.798608413992362,T2,not interested,0
+91-8091624574,user375@test.com,373,18-25,Single,204855,9,6.881852955024211,T1,looking for 3BHK,0
+91-9226208922,user376@test.com,778,18-25,Married with Kids,149430,3,9.223344868268033,T1,call later,0
+91-8268263401,user377@test.com,686,26-35,Single,953436,1,8.552357567109635,T2,looking for 3BHK,0
+91-8385344985,user378@test.com,732,18-25,Married,751940,12,4.79970151939664,T1,not interested,0
+91-9993659808,user379@test.com,711,51+,Single,502348,10,3.3352324535785516,T2,call later,1
+91-7586784136,user380@test.com,766,51+,Single,135086,11,6.322378637099176,T3,call later,0
+91-8544002735,user381@test.com,547,18-25,Single,596056,0,5.335534109540218,T3,call later,1
+91-9374343718,user382@test.com,419,36-50,Single,727939,8,0.25829319644252724,T2,urgent,0
+91-8260967388,user383@test.com,366,18-25,Single,376606,11,9.572971700825061,T2,urgent,0
+91-8273501353,user384@test.com,626,18-25,Single,908755,6,5.702473654736781,T2,call later,0
+91-8802945049,user385@test.com,769,26-35,Married,118167,16,8.744917916776693,T2,urgent,1
+91-8100400433,user386@test.com,792,36-50,Single,110067,9,7.346301710043245,T1,call later,0
+91-9626431383,user387@test.com,585,18-25,Married,811142,5,3.4083299336553985,T3,call later,0
+91-7350444347,user388@test.com,611,26-35,Single,948419,6,9.011579922010881,T2,just browsing,0
+91-9196198905,user389@test.com,608,26-35,Married with Kids,627514,18,7.90422353104785,T2,urgent,1
+91-7022268806,user390@test.com,396,26-35,Single,518777,13,4.297916269038856,T3,just browsing,0
+91-9153996088,user391@test.com,412,51+,Married,987555,10,8.404782480032221,T2,call later,0
+91-9696785955,user392@test.com,755,26-35,Married,136738,1,2.715523326902166,T3,call later,0
+91-7834400275,user393@test.com,762,26-35,Married with Kids,962226,0,6.7068347882513555,T3,just browsing,0
+91-9791573824,user394@test.com,431,51+,Single,918087,9,1.1458174823433542,T2,not interested,0
+91-7304688903,user395@test.com,420,51+,Married with Kids,462553,11,8.657677354136453,T1,call later,1
+91-8704173549,user396@test.com,496,26-35,Single,905286,8,7.294326669478933,T2,urgent,0
+91-7218049165,user397@test.com,781,18-25,Single,548262,10,1.5256783126098772,T1,looking for 3BHK,0
+91-8451678166,user398@test.com,338,36-50,Married,709099,0,0.21334605262232187,T2,looking for 3BHK,0
+91-7118613134,user399@test.com,811,51+,Married with Kids,306483,19,3.898678748629223,T1,looking for 3BHK,0
+91-8613116507,user400@test.com,773,36-50,Married with Kids,398059,9,6.752725906440121,T3,just browsing,0
+91-9486205793,user401@test.com,460,51+,Married,556604,18,2.8314740650603576,T3,call later,0
+91-7403649345,user402@test.com,588,26-35,Married,964221,10,9.732551879806612,T2,not interested,0
+91-8883232031,user403@test.com,499,51+,Married with Kids,349811,2,9.346813882119768,T2,urgent,0
+91-9483694294,user404@test.com,827,26-35,Married,128737,15,5.9794046452093985,T1,looking for 3BHK,1
+91-9886330302,user405@test.com,802,36-50,Single,866766,9,3.155990725867274,T1,looking for 3BHK,1
+91-7154370901,user406@test.com,547,18-25,Married with Kids,238973,1,8.962692518557557,T1,urgent,0
+91-8409404978,user407@test.com,682,26-35,Married with Kids,183094,18,8.034708407628642,T1,looking for 3BHK,0
+91-8999728280,user408@test.com,517,36-50,Married,578085,3,0.8615435272913508,T1,just browsing,0
+91-7665898681,user409@test.com,386,36-50,Single,634289,15,4.763228296261406,T2,call later,0
+91-9330640958,user410@test.com,381,51+,Married with Kids,583764,5,9.812148952087302,T3,call later,1
+91-8230685308,user411@test.com,361,26-35,Married with Kids,326069,10,4.539053742580666,T1,not interested,0
+91-9537609529,user412@test.com,799,36-50,Single,482948,16,9.329084699335032,T3,just browsing,1
+91-7130997589,user413@test.com,341,18-25,Married,984970,14,9.772893436293565,T3,not interested,0
+91-8074821424,user414@test.com,311,51+,Married,851306,3,3.8735924798466526,T2,looking for 3BHK,1
+91-7160409267,user415@test.com,414,51+,Married,746888,7,9.645584770442285,T1,call later,0
+91-7166793897,user416@test.com,517,36-50,Married,465218,17,1.379405366243469,T1,not interested,0
+91-8302515470,user417@test.com,405,26-35,Single,159489,13,1.6011944451593585,T1,not interested,0
+91-8547007029,user418@test.com,827,51+,Single,137896,1,2.765434095807391,T1,just browsing,0
+91-9306751466,user419@test.com,771,26-35,Married with Kids,850494,15,4.675561867374619,T2,looking for 3BHK,1
+91-7545720763,user420@test.com,686,36-50,Married with Kids,554135,14,1.8102477525410754,T2,urgent,1
+91-8402956388,user421@test.com,525,36-50,Single,350616,5,3.4017770351094767,T1,just browsing,1
+91-9243017696,user422@test.com,780,26-35,Married with Kids,881801,8,1.0365310560020113,T1,just browsing,0
+91-8166267963,user423@test.com,707,18-25,Single,927359,11,4.300081129032911,T3,looking for 3BHK,1
+91-7926944235,user424@test.com,756,51+,Married,591746,9,8.274784840849081,T3,urgent,1
+91-9675294212,user425@test.com,320,36-50,Single,589200,6,5.950535381289969,T1,just browsing,0
+91-8963938918,user426@test.com,502,18-25,Single,302768,4,8.1015913252939,T1,not interested,0
+91-7366564547,user427@test.com,716,18-25,Married with Kids,274642,7,1.3571269526494545,T3,not interested,0
+91-7221971308,user428@test.com,715,26-35,Single,520067,11,3.994357902387554,T3,not interested,0
+91-7834855903,user429@test.com,747,26-35,Married,121185,0,0.39323209425848993,T1,not interested,1
+91-9282150771,user430@test.com,811,26-35,Married,301965,9,3.6997904674317548,T3,urgent,0
+91-8766751581,user431@test.com,384,18-25,Married with Kids,751022,10,6.144977357425403,T2,looking for 3BHK,0
+91-9322010158,user432@test.com,466,51+,Married with Kids,611899,19,5.688692036811799,T3,looking for 3BHK,0
+91-9737740598,user433@test.com,683,26-35,Single,432444,4,0.6032271117801413,T1,urgent,0
+91-7594221991,user434@test.com,767,51+,Married with Kids,180125,12,0.6205945062774954,T2,looking for 3BHK,0
+91-7570137231,user435@test.com,371,26-35,Married,110037,17,3.050674777929326,T2,not interested,0
+91-9217493115,user436@test.com,820,18-25,Married with Kids,265177,9,7.71399169796055,T3,urgent,0
+91-8387087517,user437@test.com,772,51+,Married with Kids,760780,16,0.20576741010266741,T1,not interested,0
+91-7176383634,user438@test.com,557,51+,Married,837397,18,6.159272548355914,T3,looking for 3BHK,0
+91-8712922743,user439@test.com,574,18-25,Single,872145,3,1.8370172923179373,T3,just browsing,1
+91-8163215678,user440@test.com,319,51+,Single,200117,8,9.443162424204415,T3,urgent,1
+91-8861957394,user441@test.com,789,18-25,Married with Kids,109779,17,4.30215378783041,T2,call later,0
+91-8885367899,user442@test.com,789,18-25,Married,635732,15,0.47883920655151235,T3,call later,1
+91-7336967606,user443@test.com,625,36-50,Married,190654,6,7.136384803174241,T3,not interested,0
+91-8077437785,user444@test.com,828,26-35,Married,560278,11,4.8460943837360055,T3,looking for 3BHK,0
+91-7108880612,user445@test.com,388,36-50,Single,275599,3,8.812403788732077,T3,not interested,1
+91-7791707097,user446@test.com,785,18-25,Married,172623,11,6.518251066916032,T1,call later,0
+91-7347346749,user447@test.com,649,18-25,Married,486293,11,6.925256612422903,T1,urgent,1
+91-8839596670,user448@test.com,383,51+,Single,502009,3,7.672598575312348,T1,not interested,0
+91-9989186440,user449@test.com,686,18-25,Married,267454,11,4.203543747216215,T2,looking for 3BHK,0
+91-9957084555,user450@test.com,386,18-25,Single,495365,7,7.925471905182385,T1,call later,0
+91-8756439540,user451@test.com,606,18-25,Married with Kids,578437,2,0.5062297008631578,T3,urgent,0
+91-7249939584,user452@test.com,453,26-35,Married with Kids,927779,15,7.655274047166163,T3,not interested,0
+91-7744293433,user453@test.com,739,36-50,Married with Kids,755266,1,6.363078373382846,T1,urgent,0
+91-7671891968,user454@test.com,563,36-50,Married with Kids,414976,5,5.6666504120151195,T2,just browsing,0
+91-8899888366,user455@test.com,720,26-35,Married with Kids,322786,16,3.1815061923061636,T2,call later,0
+91-8074785057,user456@test.com,792,26-35,Single,572767,11,1.1411260843123205,T2,not interested,1
+91-8029878879,user457@test.com,710,26-35,Single,512882,8,6.472008173261434,T3,urgent,0
+91-9358910589,user458@test.com,472,36-50,Single,102696,15,4.716709337994133,T1,not interested,0
+91-7403182709,user459@test.com,303,36-50,Married,112626,6,2.1784485425265943,T2,looking for 3BHK,0
+91-7785403480,user460@test.com,771,18-25,Married with Kids,278359,7,0.4336669271308269,T3,looking for 3BHK,0
